,Title,Location,Security,Garage,Concierge,Price,City,Currency,Nmbr_rooms,Nmbr_pieces,Nmbr_bathrooms,Type,Surface
2192,Splendide villa à vendre à Route de l'Ourika. 5 grandes pièces,Route de l'Ourika ,0,0,0,2700000.0,Marrakech,DH,6,11,3,Bon état,400
2195,Superbe Duplex à vendre à Hay Mabrouka. Surface totale 100 m²,Hay Mabrouka ,0,0,0,758000.0,Marrakech,DH,3,4,3,Nouveau,100
2196,Appartement 125m 3chambres salon bien fini,Agdal ,0,0,0,1680000.0,Marrakech,DH,3,4,3,À rénover,125
2197,"Palmeraie, exceptionnelle propriété sur 2,3 Hect, 14 suites, 3500 m2 construit, ascenseur, piscine, spa",Ennakhil (Palmeraie) ,0,0,0,32000000.0,Marrakech,DH,14,21,14,Bon état,3500
2199,"Riad 5 ch, piscine, terrasse sur Parc",Derb Chtouka ,0,0,0,6200000.0,Marrakech,DH,5,9,5,Bon état,182
2201,"Très jolie villa pouvant faire office de maison d’hôtes, 12 ch, piscine, hammam proche golfs et centre ville",Amelkis ,0,0,0,15000000.0,Marrakech,DH,12,3,2,Bon état,100
2202,"Golf amelkis, sur 1500 m2, villa de 650 m2,6 chambres, spa hammam, piscine chauffée 16 m, ascenseur",Amelkis ,0,0,0,9500000.0,Marrakech,DH,6,8,6,Bon état,650
2203,"Très belle villa de l’architecte Paul Bailey, 900 m2,6 ch, piscine, hammam, jacuzzi, golf Amelkis, 27 trous",Amelkis ,0,0,0,8100000.0,Marrakech,DH,6,10,6,Bon état,700
2204,"Sublime villa palmeraie, parc 1 hectare, 7 chambres, piscine, hammam, fitness",Ennakhil (Palmeraie) ,0,0,0,25500000.0,Marrakech,DH,7,12,5,Bon état,9895
2206,"Somptueuse maison à vendre à Route de l'Ourika. 7 belles chambres. Cheminée, piscine",Route de l'Ourika ,0,0,0,20000000.0,Marrakech,DH,7,7,6,Nouveau,10000
2207,Magnifique villa à vendre à Route de l'Ourika. 8 pièces confortables. Climatisation et piscine,Route de l'Ourika ,0,0,0,7500000.0,Marrakech,DH,5,8,4,Nouveau,10400
2208,"Duplex de 146m² en vente, Orée de la palmeraie",Ennakhil (Palmeraie) ,0,0,0,1898000.0,Marrakech,DH,3,3,3,Nouveau,146
2209,Studio moderne à guéliz,Guéliz ,0,0,0,361675.0,Marrakech,DH,1,3,1,Nouveau,34
2210,Appartement de 68m² en vente Résidence Ain Raha,Mhamid ,1,0,0,250000.0,Marrakech,DH,2,3,1,Nouveau,68
2211,Appartement de 58m² en vente Résidence Ain Raha,Mhamid ,1,0,0,250000.0,Marrakech,DH,2,3,1,Nouveau,58
2212,Appartement de 67m² en vente Résidence Ain Raha,Mhamid ,1,0,0,250000.0,Marrakech,DH,2,3,1,Nouveau,67
2213,Somptueux studio meublé a vendre,Guéliz ,0,0,0,600000.0,Marrakech,DH,1,4,1,Bon état,48
2214,"Vente sublime villa Finie ou semi finie sur 4600m2 Route de l'Ourika, Marrakech",Route de l'Ourika ,0,0,0,3200000.0,Marrakech,DH,4,7,4,Nouveau,4600
2216,Appartements avec finition de haute standing a vendre,Route Casablanca ,0,0,0,600000.0,Marrakech,DH,2,6,1,Bon état,65
2217,VENDS Bel appartement la palmeraie village 1 Marrakech,Ennakhil (Palmeraie) ,0,0,0,1600000.0,Marrakech,DH,2,3,2,Bon état,110
2218,Appartement plein guéliz 2chambres et 3SDB,Guéliz ,0,0,0,1550000.0,Marrakech,DH,2,3,3,Nouveau,83
2219,Une luxueuse maison d'hôtes à vendre à la Médina,Kaat Ben Nahid ,0,0,0,29000000.0,Marrakech,DH,23,30,25,Bon état,1500
2220,"Duplex de 146m² en vente, Orée de la palmeraie",Ennakhil (Palmeraie) ,0,0,0,1898000.0,Marrakech,DH,3,3,3,Nouveau,146
2221,Superbe villa style Riad en vente Eden Palm Marrak,Ennakhil (Palmeraie) ,0,0,0,2600000.0,Marrakech,DH,2,5,2,Bon état,243
2222,Appartement a vendre marrakech,Route de Safi ,0,0,0,450000.0,Marrakech,DH,1,4,1,Bon état,47
2223,A vendre 3 chambres hivernage,Hivernage ,0,0,0,2100000.0,Marrakech,DH,3,5,2,Bon état,116
2224,Appartement 100 m haut standing à vendre,Belbekkar ,0,0,0,,Marrakech,,2,5,1,Nouveau,100
2225,"Appartement de 120m² en vente, Résidence Assafaa Bayt 2",Issil ,0,0,0,,Marrakech,,3,3,2,Bon état,120
2226,Hypercentre / vue degagee / top residence,Hivernage ,0,0,0,1250000.0,Marrakech,DH,2,3,1,Bon état,81
2227,Traversant / vue sur VERDURE / rue CALME et chic,Hivernage ,0,0,0,1550000.0,Marrakech,DH,2,5,1,Bon état,103
2228,Près CARRE EDEN/ NEUF / LUXE / traversant,Guéliz ,0,0,0,2380000.0,Marrakech,DH,3,4,2,Nouveau,134
2229,LUXE / NEUF / terrasse 27m2 / LUMINEUX,Guéliz ,0,0,0,1245000.0,Marrakech,DH,1,2,1,Nouveau,76
2230,Appartement de 82m² JNANE EL ALI,Route de Safi ,0,0,0,779000.0,Marrakech,DH,2,3,2,Nouveau,82
2231,Appartement de 82m² JNANE EL ALI,Route de Safi ,0,0,0,779000.0,Marrakech,DH,2,3,2,Nouveau,82
2232,A vendre villa 400m golf Akzenza kech,Route de l'Ourika ,0,0,0,3200000.0,Marrakech,DH,4,5,3,Nouveau,400
2233,A Vendre appartement à Ennakhil Palmeraie. Superficie 76 m²,Ennakhil (Palmeraie) ,0,0,0,1100000.0,Marrakech,DH,2,3,2,Bon état,76
2234,Appartement en Vente à Marrakech Palmerais,Ennakhil (Palmeraie) ,0,0,0,1600000.0,Marrakech,DH,2,3,1,Bon état,90
2235,Terrain marrakech sport city,Ben Saleh ,0,0,0,4704000.0,Marrakech,DH,4,6,4,Nouveau,112
2236,Riad a rénové,Berrima ,0,0,0,1500000.0,Marrakech,DH,8,8,2,À rénover,150
2237,Vend appartement à Hay Targa. 4 chambres agréables. Fenêtres double vitrage et chauffage central,Hay Targa ,0,0,0,4600000.0,Marrakech,DH,4,7,4,Bon état,400
2238,Magnifique villa moderne avec piscine à vendre,Les Portes de Marrakech ,0,0,0,4500000.0,Marrakech,DH,4,4,5,Nouveau,460
2239,Appartement a Tamensourt,Route de Safi ,0,0,0,250000.0,Marrakech,DH,2,5,1,Bon état,60
2241,Appartement de luxe à Marrakech,Mhamid ,0,0,0,500000.0,Marrakech,DH,4,5,1,Nouveau,100
2242,Appartement à vendre,Amerchich ,0,0,0,630000.0,Marrakech,DH,2,2,2,Bon état,61
2243,Appartement a vendre au cœur de la palmeraie de marrakech,Ennakhil (Palmeraie) ,0,0,0,2200000.0,Marrakech,DH,3,4,2,Nouveau,205
2244,Penthouse de 142 m² en vente à Abdelkrim Khatabi,Guéliz ,0,0,0,1300000.0,Marrakech,DH,2,3,1,Bon état,142
2245,Appartement de 89m² en vente Résidence Riad Garden,Agdal ,0,0,0,1424000.0,Marrakech,DH,2,3,1,Nouveau,89
2248,Magnifique villa de Luxe,Route de Fez ,0,0,0,2800000.0,Marrakech,DH,3,3,3,Bon état,700
2249,Maison R1 titrée de 200 m² à 15 km de Marrakech,Route de Ouarzazate ,0,0,0,900000.0,Marrakech,DH,7,10,3,Nouveau,200
2250,Appartement de 118m² en vente Résidence Riad Garden,Agdal ,0,0,0,1850000.0,Marrakech,DH,2,3,2,Nouveau,118
2252,Marrakech I Amelkis,Amelkis ,0,0,0,9800000.0,Marrakech,DH,6,6,6,Nouveau,550
2253,Marrakech I Route de Ouarzazate,Route de Ouarzazate ,0,0,0,9500000.0,Marrakech,DH,9,9,9,Bon état,780
2254,Superbe appartement à vendre à Oukaimeden. Surface totale 50 m². Meublé,Route de l'Ourika ,0,0,0,350000.0,Marrakech,DH,1,1,1,Bon état,50
2255,Appartement à l'achat à Route de Safi. Surface totale 64 m². Avec ascenseur et espace vert,Route de Safi ,0,0,0,380000.0,Marrakech,DH,2,5,2,Bon état,64
2256,Vente d'un bel appartement à Route de Safi. 2 chambres agréables. Salon traditionnel et système d'antenne parabolique,Route de Safi ,0,0,0,460000.0,Marrakech,DH,2,5,1,Bon état,64
2257,Maison à vendre à Sofia targa. Surface totale 60 m². Porte blindée et système de double vitrage,Route d'Agadir - Essaouira ,0,0,0,1050000.0,Marrakech,DH,4,9,2,Bon état,60
2258,"Palmeraie, dans magnifique résidence avec piscine superbe 3 pièces avec jardin",Ennakhil (Palmeraie) ,0,0,0,1500000.0,Marrakech,DH,2,3,1,Nouveau,100
2259,Prestigia unique vue golf pour cet appartement de 118 m2 avec terrasse,Agdal ,0,0,0,2000000.0,Marrakech,DH,2,3,2,Bon état,118
2260,"Vue exceptionnelle sur l’Atlas, superbe villa moderne 4 chambres, piscine",Route de Fez ,0,0,0,4285000.0,Marrakech,DH,4,7,4,Nouveau,650
2261,Appartement à vendre avec garage,Assif ,0,0,0,680000.0,Marrakech,DH,2,5,1,Bon état,80
2262,"Appartement en vente à Ennakhil Palmeraie. Surface totale 102 m². Piscine, climatisation",Ennakhil (Palmeraie) ,0,0,0,1180000.0,Marrakech,DH,2,3,2,Bon état,102
2264,"Duplex de 93m² en vente, Dar Mogador",Route Casablanca ,0,0,1,911400.0,Marrakech,DH,2,3,1,Nouveau,93
2265,Appartement de 82m² JNANE EL ALI,Route de Safi ,0,0,0,779000.0,Marrakech,DH,2,3,2,Nouveau,82
2266,Riad maison d’hôte de 5 chambres à sidi mimoun,Sidi Mimoun ,0,0,0,5000000.0,Marrakech,DH,5,8,6,Nouveau,127
2267,Vente villa moderne domain golfique,Route Amizmiz ,0,0,0,4500000.0,Marrakech,DH,4,6,5,Nouveau,1107
2268,Appartement 3 chambres a vendre gueliz,Guéliz ,0,0,0,1015000.0,Marrakech,DH,3,7,1,Nouveau,70
2269,Charmant riad titré de 5 chambres à sidi bensliman,Sidi Ben Slimane El Jazouli ,0,0,0,3600000.0,Marrakech,DH,5,8,5,Bon état,188
2270,Vente riad maison d’hôte de 300m² HABI de 5 chambres et piscine à sidi ben slimane marrakech médina,Sidi Ben Slimane El Jazouli ,0,0,0,5200000.0,Marrakech,DH,6,11,6,Bon état,231
2271,Fort potentiel. Riad maison d’hôte de 7 suites et piscine à kasbah marrakech médina,Moulay Lyazid ,0,0,0,14500000.0,Marrakech,DH,7,10,7,Nouveau,526
2272,La perfection absolue: riad de 250m² habi avec 2 chambres idéalement situé à dar elbacha marrakech médina,Assouel ,0,0,0,4000000.0,Marrakech,DH,2,5,2,Bon état,100
2273,Vente riad de 6 chambres titré à kasbah marrakech médina,Moulay Lyazid ,0,0,0,5200000.0,Marrakech,DH,6,10,6,Bon état,100
2274,Riad maison d’hôte de 270m² habi avec 7 chambres à kasbah marrakech médina,Moulay Lyazid ,0,0,0,4500000.0,Marrakech,DH,7,9,7,Bon état,100
2275,Vente Restaurant fonctionnel Mur et Fond de 175m,Riad Zitoun ,0,0,0,2900000.0,Marrakech,DH,1,6,2,Bon état,176
2276,Appartement de 97m² en vente Résidence Riad Garden,Agdal ,0,0,0,1552000.0,Marrakech,DH,2,3,1,Nouveau,97
2277,Appartement de 88m² en vente Riad Al Ghizlane,Route Casablanca ,0,0,0,1035800.0,Marrakech,DH,2,3,1,Nouveau,88
2278,Vente riad maison d’hôte de 9 chambres bdk,Sidi Bou Amar ,0,0,0,12000000.0,Marrakech,DH,9,15,9,Bon état,370
2279,Riad maison d’hôte de 5 chambres avec jacuzzi à ben saleh marrakech médina,Ben Saleh ,0,0,0,4200000.0,Marrakech,DH,5,6,6,Bon état,100
2280,Vente typique riad de 330m² habi titré avec 7 chambres à laksour marrakech médina,Mouassine ,0,0,0,3500000.0,Marrakech,DH,7,8,7,Nouveau,100
2281,Vente lumineux riad maison d’hôte de 6 chambres et piscine à zaouia elabbassia marrakech medina,Kaa El Machraa ,0,0,0,3950000.0,Marrakech,DH,6,8,5,Bon état,173
2282,Opportunité à saisir: vente riad maison d’hôte avec 8 pieces de 270m² habi à marrakech médina,Zaouia Sidi Ghalem ,0,0,0,2200000.0,Marrakech,DH,6,8,7,Bon état,100
2283,Vente riad avec 7 chambre de 272m² habi à sidi ben slimane marrakech médina,Sidi Ben Slimane El Jazouli ,0,0,0,100000000.0,Marrakech,DH,7,9,1,À rénover,100
2284,Vente riad 144m² habi à bab taghzoute marrakech médina,Marrakech,0,0,0,120000000.0,Marrakech,DH,4,5,2,Bon état,100
2285,Riad de 6 chambres avec piscine à sidi mimoune,Sidi Mimoun ,0,0,0,3700000.0,Marrakech,DH,6,8,6,Nouveau,105
2286,Vente villa titré km17 route amizmiz marrakech,Route Amizmiz ,0,0,0,4000000.0,Marrakech,DH,4,10,4,Bon état,1000
2287,Vente belle villa de 4 chambres km17 route amizmiz marrakech,Route Amizmiz ,0,0,0,4500000.0,Marrakech,DH,4,1,2,Bon état,100
2288,Vente villa de 3 chambres à palmeraie marrakech,Ennakhil (Palmeraie) ,1,0,0,2750000.0,Marrakech,DH,3,5,2,Bon état,100
2289,Vente jolie villa sur un terrain de 1008 m² à km32 route d’ourika marrakech,Route de l'Ourika ,0,0,0,1600000.0,Marrakech,DH,2,3,1,Bon état,100
2290,Riad maison d’hôte de 7 chambres à laksour marrakech médina,Marrakech,0,0,0,7000000.0,Marrakech,DH,7,3,8,Bon état,100
2291,Riad de 5 chambres dans un emplacement idéal à riad zitoun marrakech médina,Riad Zitoun ,0,0,0,1900000.0,Marrakech,DH,5,6,5,Bon état,100
2292,Vente villa de 194 m² avec 7 chambres à rouidate marrakech,Marrakech,0,1,0,1900000.0,Marrakech,DH,7,13,13,Bon état,100
2293,Havre de paix: Riad avec piscine et jacuzzi de 8 chambres à kasbah marrakech médina,Moulay Lyazid ,0,0,0,7200000.0,Marrakech,DH,8,12,8,Bon état,250
2294,Vente villa de 130m² avec 7 chambres et piscine à boulevard mohamed 6 marrakech,Marrakech,0,0,0,3450000.0,Marrakech,DH,7,3,5,Bon état,100
2295,Vente villa sur un terrain de 2937m² à km 35 route d’amezmiz marrakech,Route Amizmiz ,0,0,0,2700000.0,Marrakech,DH,2,3,2,Bon état,100
2296,Vente villa sur un terrain de 2500m² à km25 route d’ourika marrakech,Route de l'Ourika ,0,0,1,5900000.0,Marrakech,DH,10,15,10,Bon état,100
2297,8 appartements avec fort rendement locatif à kaat benahid marrakech médina,Marrakech,0,0,1,2400000.0,Marrakech,DH,10,3,2,Bon état,100
2298,Maison individuelle avec 4 chambres de 200m² habi à km9 route fès marrakech,Route de Fez ,0,0,0,130000000.0,Marrakech,DH,4,8,2,Bon état,100
2299,Vente petit riad rénové titre de 100m² hab a sidi ben slimane a marrakech médina,Sidi Ben Slimane El Jazouli ,0,0,0,100000000.0,Marrakech,DH,2,5,1,Bon état,100
2300,Superbe opportunité: vente riad renové titré de 150m² habi avec 4 chambres à bab taghzoute marrakech médina,Arset Ben Chebli ,0,0,0,143000000.0,Marrakech,DH,4,5,4,Bon état,100
2301,Riad de charme avec piscine et jacuzzi de 8 chambres à kasbah marrakech médina,Moulay Lyazid ,0,0,0,9450000.0,Marrakech,DH,8,11,8,Bon état,100
2302,Vente riad titré rénové de 240m² habi à riad zitoune marrakech médina,Riad Zitoun ,0,0,0,3550000.0,Marrakech,DH,5,7,5,Bon état,100
2304,Magnifique riad de 7 chambres et bassin idéalement situé à Hart Soura marrakech médina,Kaat Ben Nahid ,0,0,0,4300000.0,Marrakech,DH,7,9,7,Bon état,155
2305,Vente riad unique de 357m² habi avec 8 chambres à derb dabachi marrakech médina,Kennaria ,0,0,0,3650000.0,Marrakech,DH,8,10,2,Bon état,100
2306,Riad de 6 chambres avec piscine à marrakech medina,Kennaria ,0,0,0,6300000.0,Marrakech,DH,6,12,7,Nouveau,180
2307,Vente villa sur un terrain de 1250 m² route ourika,Route de l'Ourika ,0,0,0,2600000.0,Marrakech,DH,5,12,4,Bon état,1250
2308,Riad de 5 chambres en phase finale de finition,Kaat Ben Nahid ,0,0,0,3800000.0,Marrakech,DH,5,8,5,Nouveau,151
2309,Riad de 5 chambres et 2 bassins à mouassine,Mouassine ,0,0,0,6900000.0,Marrakech,DH,5,8,5,Nouveau,180
2310,Riad avec piscine de 10 chambres à kasbah,Kennaria ,0,0,0,5500000.0,Marrakech,DH,10,14,6,Bon état,219
2311,«En exclusivité» riad a vendre titré de 195m² habi avec 7 chambres à riad zitoune jdid marrakech medina,Riad Zitoun ,0,0,0,2100000.0,Marrakech,DH,7,9,7,Bon état,96
2312,Vente riad maison d’hôte de 5 chambres et piscine à marrakech médina,Sidi Mimoun ,0,0,0,6500000.0,Marrakech,DH,5,10,5,Bon état,100
2313,Sublime riad maison d’hôte de 5 chambres et bassin à riad zitoun marrakech medina,Riad Zitoun ,0,0,0,4550000.0,Marrakech,DH,5,8,5,Bon état,100
2314,Riad en cours de renovation de 5 chambres a kasbah,Ksibat Nhas ,0,0,0,2700000.0,Marrakech,DH,5,8,5,Nouveau,92
2315,Riad maison d’hôte 2 patios avec piscine de 7 chambres à bab doukkala marrakech médina,Arset Ben Chebli ,0,0,0,6000000.0,Marrakech,DH,7,8,7,Bon état,450
2316,Vente riad maison d’hôte de 230m² habi avec 6 chambres à bab doukkala marrakech medina,Arset Ben Chebli ,0,0,0,3400000.0,Marrakech,DH,6,8,6,Bon état,139
2317,Riad maison d’hôte avec piscine à bab doukkala,Sidi Bou Amar ,0,0,0,6800000.0,Marrakech,DH,8,11,8,Bon état,190
2318,Riad maison d’hôte de 4 chambres à bab doukkala,Rmila ,0,0,0,3000000.0,Marrakech,DH,4,6,4,Nouveau,128
2319,Sublime riad de 5 chambres et magnifique bassin à kaât bennahid marrakech médina,Kaat Ben Nahid ,0,0,0,5700000.0,Marrakech,DH,5,10,4,Bon état,260
2320,Riad de 160 m² avec 5 chambres et piscine,Ben Saleh ,0,0,0,2500000.0,Marrakech,DH,5,9,5,Bon état,160
2321,Vente riad de 180m² hab rénové à dar el bacha marrakech médina,Mouassine ,0,0,0,2000000.0,Marrakech,DH,4,10,4,Bon état,100
2322,Joli riad maison d’hôte de 5 chambres avec bassin situé à sidi ben slimane marrakech médina,Majorelle ,0,0,0,4500000.0,Marrakech,DH,5,3,5,Bon état,100
2323,Charmant riad maison d’hôte de 5 chambres et bassin idéalement situé à bab taghzout marrakech médina,Sidi Ben Slimane El Jazouli ,0,0,0,2700000.0,Marrakech,DH,5,6,5,Bon état,100
2324,Riad maison d’hôte de 6 chambres avec bassin à mouassine marrakech médina,Mouassine ,0,0,0,5000000.0,Marrakech,DH,6,10,6,Bon état,160
2325,Opportunité à ne pas rater: riad de 12 chambres avec piscine idéalement situé à azbezt marrakech médina,Rahba Kedima ,0,0,0,6880000.0,Marrakech,DH,12,16,12,Nouveau,356
2326,Boutique HOTEL LUXE / SPA de 150 M2,Rahba Kedima ,0,0,0,14000000.0,Marrakech,DH,12,25,12,Bon état,700
2327,Magnifique duplex vue jardin palmeraie,Ennakhil (Palmeraie) ,0,0,0,3500000.0,Marrakech,DH,3,6,2,Bon état,220
2328,Petit studio design a Vendre a coté de la CTM,Hivernage ,0,0,0,460000.0,Marrakech,DH,1,2,1,Bon état,380
2329,"Duplex de 200 mètres en vente, Résidence Charles Boyer",Guéliz ,0,0,0,2600000.0,Marrakech,DH,3,5,4,Nouveau,200
2330,"Duplex de 150 mètres en vente, Résidence Charles Boyer",Guéliz ,0,0,0,1950000.0,Marrakech,DH,3,5,4,Nouveau,150
2332,Très belle villa à vendre à marrakech route de fez,Route de Fez ,0,0,0,4700000.0,Marrakech,DH,3,3,3,Bon état,750
2333,Charmante villa de 1063 m² à vendre à Targa kech,Hay Targa ,0,0,0,,Marrakech,,6,5,5,Bon état,1063
2334,Bel appartement à vendre de 125m2 au centre Gueliz,Guéliz ,0,0,0,1200000.0,Marrakech,DH,2,4,2,Bon état,125
2335,Bel appartement à vendre à Guéliz. 2 pièces. Conciergerie à disposition,Guéliz ,1,0,0,680000.0,Marrakech,DH,1,2,1,Bon état,38
2336,"Maison à la vente à Route d'Agadir - Essaouira. 9 chambres. Salon typique marocain, résidence sécurisée.",Route d'Agadir - Essaouira ,0,0,0,1160000.0,Marrakech,DH,9,9,3,Bon état,109
2337,Appartement Á Vendre en Plein Hivernage,Hivernage ,0,0,0,1500000.0,Marrakech,DH,2,3,2,Bon état,100
2338,Appartement haut standing neuf de 83m²,Guéliz ,0,0,0,1120500.0,Marrakech,DH,2,4,2,Nouveau,83
2339,Appartement cNeuf de 87m à vendre à Guéliz,Guéliz ,0,0,0,1305000.0,Marrakech,DH,2,4,2,Nouveau,87
2340,Appartement a proximité de Victor Hugo,Camp Al Ghoul ,0,0,0,1085800.0,Marrakech,DH,3,4,3,Nouveau,122
2346,Magnifique duplex vue jardin palmeraie,Ennakhil (Palmeraie) ,0,0,0,4200000.0,Marrakech,DH,3,5,2,Bon état,220
2347,Superbe appartement à vendre à Guéliz. 1 belle chambre. Meublé,Guéliz ,0,0,0,650000.0,Marrakech,DH,1,2,1,Nouveau,40
2348,Appartement premium JNANE EL ALI Majorelle,Majorelle ,0,0,0,1027000.0,Marrakech,DH,2,4,2,Nouveau,79
2349,"Appartement de 98m² en vente, Orée de la palmeraie",Ennakhil (Palmeraie) ,0,0,0,1274000.0,Marrakech,DH,2,4,2,Nouveau,98
2350,Magnifique appartement à l'agdal,Agdal ,0,0,0,2200000.0,Marrakech,DH,3,5,2,Bon état,160
2351,Somptueux appartement sur TARGA,Hay Targa ,0,0,0,1200000.0,Marrakech,DH,2,6,1,Nouveau,80
2353,Joli villa quatre chambre à amelkis,Route de Ouarzazate ,0,0,0,9000000.0,Marrakech,DH,4,7,4,Bon état,800
2354,Vente superbe villas bien placé à boulevard Med6,Bab Ighli ,0,0,0,3900000.0,Marrakech,DH,6,14,5,Bon état,370
2355,Vente magnifique villa à Marrakech,Route Casablanca ,0,0,0,2900000.0,Marrakech,DH,4,10,3,Bon état,476
2356,Vente pavillon front de golf,Route de l'Ourika ,0,0,0,2300000.0,Marrakech,DH,4,8,3,Bon état,175
2357,Vente lofts spacieux au centre de gueliz,Guéliz ,0,0,0,495000.0,Marrakech,DH,1,1,1,Nouveau,38
2359,Sublime appartement,Route de Fez ,0,0,0,114300000.0,Marrakech,DH,2,3,2,Bon état,100
2360,Grandiose appartement sur l'hivernage,Hivernage ,0,0,0,2100000.0,Marrakech,DH,3,4,3,Bon état,147
2361,Appartement neuf en vente sur guéliz,Guéliz ,0,0,0,25960000.0,Marrakech,DH,1,2,1,Bon état,44
2362,Pratique appartement,Marrakech,0,0,0,54982000.0,Marrakech,DH,2,3,2,Bon état,74
2363,Charmant Riad idéalement situé,Marrakech,0,0,0,1900000.0,Marrakech,DH,4,5,4,Bon état,150
2364,Magnifique programme sur gueliz,Guéliz ,0,0,0,30915000.0,Marrakech,DH,1,3,1,Bon état,45
2365,Superbe appartement sur guéliz,Guéliz ,0,0,0,78750000.0,Marrakech,DH,2,3,2,Bon état,75
2366,Riad en vente,Marrakech,0,0,0,72428000.0,Marrakech,DH,3,3,3,Bon état,76
2367,Luxueux appartement sur smlalia,Samlalia ,0,0,0,21500000.0,Marrakech,DH,1,3,1,Bon état,43
2369,Bel appartement en vente,Guéliz ,0,0,0,35700000.0,Marrakech,DH,2,3,1,Bon état,51
2370,Superbe appartement à vendre à Marrakech,Route Casablanca ,0,0,0,77000000.0,Marrakech,DH,2,3,1,Bon état,100
2371,Appartement bien agencé avec belle terrasse,Route Casablanca ,0,0,0,170000000.0,Marrakech,DH,2,3,2,Bon état,136
2372,Magnifique Appartement en vente,Hivernage ,0,0,0,2190000.0,Marrakech,DH,3,5,2,Bon état,100
2373,Location sur l'hivernage,Hivernage ,1,0,0,,Marrakech,,3,5,2,Bon état,100
2374,Magnifiques appartements bien situés à vendre,Guéliz ,0,0,0,36432000.0,Marrakech,DH,1,3,1,Bon état,45
2375,Riad titré,Marrakech,0,0,0,58300000.0,Marrakech,DH,3,4,3,Bon état,53
2376,Résidence de luxe,Agdal ,0,0,0,1570000.0,Marrakech,DH,3,3,2,Bon état,123
2377,Une magnifique résidence,Hivernage ,1,0,0,126852000.0,Marrakech,DH,1,3,2,Bon état,100
2378,Sublime riad avec piscine en vente,Marrakech,0,0,0,4000000.0,Marrakech,DH,5,3,5,Bon état,162
2379,Riad conservant le style marocain traditionnel,Marrakech,0,0,0,4500000.0,Marrakech,DH,7,7,7,Bon état,195
2380,Vente de bel appartement,Guéliz ,0,0,0,25784000.0,Marrakech,DH,1,2,1,Nouveau,44
2381,Magnifique riad en vente,Marrakech,0,0,0,140000000.0,Marrakech,DH,5,6,5,Bon état,100
2382,Sublime villa à vendre,Route de Fez ,1,0,0,5400000.0,Marrakech,DH,5,7,5,Bon état,2500
2383,Sublime villa à vendre,Route de l'Ourika ,0,0,0,2850000.0,Marrakech,DH,4,5,4,Bon état,5000
2384,Résidence de charme avec piscine,Hivernage ,0,0,0,90788000.0,Marrakech,DH,1,3,1,Bon état,100
