,Title,Location,Security,Garage,Concierge,Price,City,Currency,Nmbr_rooms,Nmbr_pieces,Nmbr_bathrooms,Type,Surface
4721,"Appartement à l'achat à Maârif. Superficie 240 m². Salon traditionnel, antenne parabolique générale",Maârif ,0,0,0,4800000.0,Casablanca,DH,4,4,3,Bon état,240
4722,Vente Appartement Casablanca Racine,Racine ,0,0,0,7000000.0,Casablanca,DH,3,9,1,Nouveau,256
4723,Vente appartement au quartier les princesses,Les princesses ,0,0,0,1400000.0,Casablanca,DH,2,3,2,Bon état,88
4724,"Appartement 187 m² à vendre, Palmiers, Casa",Palmier ,0,0,0,2500000.0,Casablanca,DH,3,5,2,Bon état,187
4725,"Appartement 134 m² à vendre, Triangle d'Or, Casa",Triangle d'Or ,0,0,0,2800000.0,Casablanca,DH,2,4,2,Bon état,134
4726,"Appartement 154 m² à vendre, Marina, Casablanca",Casablanca Marina ,0,0,0,5000000.0,Casablanca,DH,2,4,2,Bon état,154
4727,Appartement à l'achat à Sidi Maarouf. 1 belle chambre. Ascenseur et places de parking,Sidi Maarouf ,0,0,0,850000.0,Casablanca,DH,1,1,1,Bon état,83
4728,Appartement 78m² à vendre Oulfa Residence Mounia,Oulfa ,0,0,0,1092000.0,Casablanca,DH,2,3,2,Nouveau,78
4729,"Appartement de 73m², 2 Pièces, Moulay Rachid",Hay Moulay Rachid 1 ,0,0,0,550000.0,Casablanca,DH,2,3,1,Nouveau,73
4730,"Appartement de 97 m² en vente, California Homes",Californie ,0,0,0,1430000.0,Casablanca,DH,2,3,1,Bon état,97
4731,Appartement a sidi maarouf 70m 2 ch,Sidi Maarouf ,0,0,0,580000.0,Casablanca,DH,2,4,1,Nouveau,70
4732,RACHIDI Appartement en parfait état 0 vis à vis SUD,Gauthier ,0,0,0,3200000.0,Casablanca,DH,3,4,3,Nouveau,167
4733,RACINE Très bel appartement refait à neuf,Racine ,0,0,0,3800000.0,Casablanca,DH,3,4,3,Bon état,247
4734,Appartement de standing sur val fleuri 132m,Val Fleury ,0,0,0,1820000.0,Casablanca,DH,3,6,2,Bon état,132
4735,Les princesses vente appartement top moderne,Les princesses ,0,0,0,2700000.0,Casablanca,DH,3,4,2,Bon état,131
4736,"Appartement au RDC de 89m² en vente, Le Prestige Californie",Californie ,0,0,0,1262600.0,Casablanca,DH,3,4,2,Nouveau,89
4737,Appartement de 59m² en vente Résidence Les Palmiers,Oasis ,0,0,0,1239000.0,Casablanca,DH,1,2,1,Nouveau,59
4738,Appartement de 125m² en vente California Parc,Californie ,0,0,0,2292450.0,Casablanca,DH,3,4,2,Nouveau,125
4739,Appartement de 103m² en vente Résidence Ô Maarif,Maârif ,0,0,0,2005500.0,Casablanca,DH,2,3,2,Nouveau,103
4740,"Appartement de 96m² en vente, Résidence Les Allées de Californie",Californie ,0,0,0,1682000.0,Casablanca,DH,3,4,2,Nouveau,96
4741,Appartement de 76m² en vente Les Jardins de l’Hermitage,Hermitage ,0,0,0,1397000.0,Casablanca,DH,2,3,2,Nouveau,76
4742,Appartement au RDC de 133m² en vente Les Jardins de l’Hermitage,Hermitage ,0,0,0,2374000.0,Casablanca,DH,3,4,2,Nouveau,133
4743,Appartement au RDC de 148m² en vente Les Jardins de l’Hermitage,Hermitage ,0,0,0,2602000.0,Casablanca,DH,3,4,2,Nouveau,148
4744,"Appartement de 101m² avec 73m² de terrasse en vente, LIV'IN Garden",Maârif Extension ,0,0,0,2150000.0,Casablanca,DH,3,4,2,Bon état,174
4745,Appartement sans vis à vis à vendre 116m²,Bourgogne Ouest ,0,0,1,2100000.0,Casablanca,DH,3,5,2,Bon état,116
4746,Un studio meublé a vendre,Bourgogne Est ,0,0,0,780000.0,Casablanca,DH,1,2,1,À rénover,60
4747,Appartement à bourgogne,Bourgogne Ouest ,0,0,0,3225000.0,Casablanca,DH,3,4,2,Bon état,215
4748,Vente Appartement avec BALCON côté salon à RACINE,Racine Extension ,0,0,0,3400000.0,Casablanca,DH,4,5,2,Bon état,193
4751,Appartement A vendre rue point du jour,Racine Extension ,0,0,0,2190000.0,Casablanca,DH,3,5,2,Bon état,146
4752,Appartement luxueux dans un immeuble haut de gamme,Les princesses ,0,0,0,2650000.0,Casablanca,DH,3,5,3,Nouveau,133
4753,Appartement 3 chambre rond point Mdakra,Hay Antaria ,0,0,0,1150000.0,Casablanca,DH,3,4,2,Nouveau,99
4754,Appartement 2 chambres Anfa,Anfa ,0,0,0,2350000.0,Casablanca,DH,2,3,2,À rénover,131
4755,"Appartement de 117 m² en vente, California Homes",Californie ,0,0,0,1750000.0,Casablanca,DH,3,5,2,Bon état,117
4756,À vendre appart de haut standing Ain diab,Ain Diab ,0,0,0,1900000.0,Casablanca,DH,2,4,2,Bon état,92
4757,Vente bel appartement 127m² au quartier princesses,Les princesses ,0,0,0,2000000.0,Casablanca,DH,3,4,2,Bon état,127
4758,Magnifique Studio à Vendre sur CFC,Casablanca Finance City ,0,0,0,1600000.0,Casablanca,DH,1,2,1,Bon état,48
4759,Polo vente villa jardin,Polo ,0,0,0,6900000.0,Casablanca,DH,4,5,4,Bon état,363
4760,Polo vente villa piscine terrasse,Californie ,0,0,0,9500000.0,Casablanca,DH,4,5,4,Bon état,800
4761,Bourgogne vente appartement balcon,Bourgogne Ouest ,0,0,0,2250000.0,Casablanca,DH,3,4,2,Bon état,120
4762,Appartement de 78m² en vente Résidence Bassatine Al Baida,Lahraouiyine ,0,0,0,585000.0,Casablanca,DH,3,4,1,Bon état,78
4763,Appartement de 93m² en vente Résidence Gracieuse,Oasis ,0,0,0,1913500.0,Casablanca,DH,2,3,2,Nouveau,93
4764,Studio Neuf 5è étg 51m2 Terrasse Garage Maarif,Maârif ,0,0,0,940000.0,Casablanca,DH,1,2,1,Nouveau,51
4765,"Apartement de 72m² en vente, Résidence El Yassamine",Bernoussi ,0,0,0,670000.0,Casablanca,DH,2,3,1,Bon état,72
4766,"Duplex de 157m² en vente, Résidence The Loft",Sidi Maarouf ,0,0,0,,Casablanca,,3,4,2,Nouveau,157
4767,Studio Neuf 1er étg 46m2 Balcon Garage Maarif,Maârif ,0,0,0,870000.0,Casablanca,DH,1,2,1,Nouveau,46
4768,Appartement à l'achat à Aïn Sebaâ. Surface de 52 m²,Aïn Sebaâ ,0,0,0,,Casablanca,,2,3,1,Bon état,52
4769,Appartement de 79m² en vente Les Jardins de l’Hermitage,Hermitage ,0,0,0,1443000.0,Casablanca,DH,2,3,2,Nouveau,79
4770,Appartement 72m² en vente Les Jardins de l’Hermitage,Hermitage ,0,0,0,1300000.0,Casablanca,DH,2,3,2,Nouveau,72
4771,Appartement au RDC de 89m² en vente Résidence Diaz,Maârif Extension ,0,0,0,1597000.0,Casablanca,DH,2,3,1,Nouveau,89
4772,Appartement de 57m² en vente Résidence Studio 31,Les Hôpitaux ,0,0,0,1135000.0,Casablanca,DH,1,2,1,Nouveau,57
4773,Appartement au RDC de 106m² en vente California Parc,Californie ,0,0,0,1911600.0,Casablanca,DH,2,3,2,Nouveau,106
4774,Appartement de 105m² en vente Résidence Ô Maarif,Maârif ,0,0,0,2014750.0,Casablanca,DH,2,3,2,Nouveau,105
4775,"Appartement de 90m² en vente, Résidence Les Allées de Californie",Californie ,0,0,0,1625000.0,Casablanca,DH,3,4,2,Nouveau,90
4776,Appartement de 45 m² en vente AS Living,Aïn Sebaâ ,0,0,0,530000.0,Casablanca,DH,1,2,2,Nouveau,45
4777,Usage habitation ou bureau,Bourgogne Ouest ,0,0,0,1350000.0,Casablanca,DH,2,3,2,Bon état,120
4779,Joli appart 80m sur le bon coté de sidi maarouf,Sidi Maarouf ,0,0,0,680000.0,Casablanca,DH,2,4,1,Bon état,80
4780,Superbe appartement à vendre à Tacharouk (Hay Al Walaa). 3 chambres. Bien meublé.,Tacharouk (Hay Al Walaa) ,0,0,0,600000.0,Casablanca,DH,3,4,1,Bon état,99
4781,Appartement à vendre à Racine. 5 chambres. Porte sécurisée et chauffage central,Racine ,0,0,0,4340000.0,Casablanca,DH,5,6,2,Bon état,409
4782,Appartement a vendre,Maârif Extension ,0,0,0,1540000.0,Casablanca,DH,3,4,2,Bon état,130
4783,Un appartement à vendre,Les princesses ,0,0,0,1600000.0,Casablanca,DH,3,4,2,Bon état,126
4784,Appartement a vendre,Belvédère ,0,0,0,1500000.0,Casablanca,DH,3,6,2,Bon état,157
4785,Appartement neuf 3 chambres à vendre,Beausite ,0,0,0,880000.0,Casablanca,DH,4,5,1,Nouveau,86
4787,Appartement 92 m2 à vendre à Al Qods Bernoussi,Al Qods ,0,0,0,870000.0,Casablanca,DH,3,4,2,Bon état,92
4788,Appartement en vente à Salmia 2. Surface de 54 m²,Salmia 2 ,0,0,0,400000.0,Casablanca,DH,2,3,1,Bon état,54
4789,Appartement à vendre a Racine,Racine ,0,0,1,6300000.0,Casablanca,DH,4,5,3,Nouveau,250
4790,Appartement adresse stratégique,Racine Extension ,0,0,0,2400000.0,Casablanca,DH,2,3,2,Bon état,130
4791,Appartement en vente aux Princesses,Les princesses ,0,0,0,2150000.0,Casablanca,DH,2,3,2,Bon état,150
4793,Appartement Haut Standing état neuf,Burger ,0,0,0,2000000.0,Casablanca,DH,3,4,2,Nouveau,117
4794,Appartement dernier étage Oasis,Oasis ,0,0,0,1900000.0,Casablanca,DH,3,4,2,Bon état,105
4795,Appartement Haut Standing au Maarif,Maârif Extension ,0,0,0,2250000.0,Casablanca,DH,3,4,2,Bon état,146
4796,Joli Appartement à 50 mètres de Venezia,Bourgogne Ouest ,0,0,0,1300000.0,Casablanca,DH,2,3,1,Bon état,91
4797,Duplex Place Ollier,Gauthier ,0,0,0,4300000.0,Casablanca,DH,3,5,3,Bon état,248
4798,Appartement à vendre à Maârif Extension. Superficie 97 m²,Maârif Extension ,0,0,0,910000.0,Casablanca,DH,2,3,1,Bon état,97
4799,"Apartement de 75m² en vente, Résidence El Yassamine",Bernoussi ,0,0,0,700000.0,Casablanca,DH,2,3,1,Bon état,75
4800,Des studios HS neuf sur les princesses,Les princesses ,0,0,0,1116000.0,Casablanca,DH,1,2,1,Nouveau,50
4801,"Studio de 57m² en vente, LIV'IN Garden",Maârif Extension ,0,0,0,1035000.0,Casablanca,DH,1,2,1,Bon état,57
4802,Appartement de 53m² en vente AS Living,Aïn Sebaâ ,0,0,0,595000.0,Casablanca,DH,1,2,2,Bon état,53
4803,Appartement de 47m² et 41m² de cour en vente AS Living,Aïn Sebaâ ,0,0,0,612000.0,Casablanca,DH,1,2,2,Nouveau,62
4804,Appartement de 68m² en vente AS Living,Aïn Sebaâ ,0,0,0,720000.0,Casablanca,DH,2,3,2,Nouveau,68
4805,Appartement de 67m² en vente AS Living,Aïn Sebaâ ,0,0,0,789000.0,Casablanca,DH,2,3,2,Nouveau,67
4806,Appartement de 76m² en vente AS Living,Aïn Sebaâ ,0,0,0,829000.0,Casablanca,DH,2,3,2,Nouveau,76
4807,Appartement de 97m² et 27m² de cour en vente AS Living,Aïn Sebaâ ,0,0,0,1037000.0,Casablanca,DH,2,3,2,Nouveau,108
4808,Appartement de 105m² et 67m² de cour en vente AS Living,Aïn Sebaâ ,0,0,0,1254000.0,Casablanca,DH,3,4,2,Nouveau,126
4809,Appartement au RDC de 80m² en vente Résidence Al Hamd 2,City Dar Es Salaam ,0,0,0,752000.0,Casablanca,DH,2,3,1,Nouveau,80
4810,"Appartement de 73m² en vente, Résidence Liv'in Garden",Maârif Extension ,0,0,0,1320000.0,Casablanca,DH,2,4,2,Nouveau,73
4811,Appartement de 116m² en vente Siyame Belvédère – Tranche II,Belvédère ,0,0,0,1508000.0,Casablanca,DH,3,4,2,Nouveau,116
4812,"Appartement de 54m² en vente, Bassatine Al Kasbat",Lissasfa ,0,0,0,250000.0,Casablanca,DH,2,3,1,Bon état,54
4813,"Appartement retapé à neuf, ensoleillé",Les Hôpitaux ,0,0,0,1750000.0,Casablanca,DH,3,5,2,Bon état,136
4814,"Appartement 70m² à vendre Residence Mounia, Oulfa",Oulfa ,0,0,0,980000.0,Casablanca,DH,2,3,2,Nouveau,70
4815,Appartement Jnane Californie. Yousra. 3è Etage,Californie ,0,0,0,1490000.0,Casablanca,DH,2,4,2,Bon état,101
4816,"Vend appartement à Derb Omar. 4 pièces. Salon traditionnel, antenne parabolique générale",Derb Omar ,0,0,0,1000000.0,Casablanca,DH,3,4,2,Bon état,104
4818,"Appartement de 94 m² en vente, California Homes",Californie ,0,0,0,1390000.0,Casablanca,DH,2,3,1,Bon état,94
4819,Top Appartement avec terrasse à la vente,Ain Diab ,0,0,0,4000000.0,Casablanca,DH,3,4,3,Bon état,160
4820,A vendre appartement pas cher Bourgogne,Bourgogne Ouest ,0,0,0,1550000.0,Casablanca,DH,2,3,2,Bon état,130
4821,Appartement pas cher goulmima casablanca,Bourgogne Ouest ,0,0,0,1250000.0,Casablanca,DH,3,4,2,Bon état,120
4823,A vendre appartement racine extensionpas cher,Racine Extension ,0,0,0,2500000.0,Casablanca,DH,3,4,2,Bon état,168
4824,Appartements à vendre projet neuf Bourgogne,Bourgogne Ouest ,0,0,0,1350000.0,Casablanca,DH,2,3,2,Nouveau,86
4825,A vendre terrain constructible 215m en R5 Bourgogn,Bourgogne Ouest ,0,0,0,1450000.0,Casablanca,DH,3,4,2,Bon état,128
4826,A vendre villa Longchamp Hana pas cher,Longchamps (Hay Al Hanâa) ,0,0,0,4900000.0,Casablanca,DH,4,6,3,Bon état,230
4827,A vendre bel appartement de 3 chambres BOURGOGNE,Bourgogne Ouest ,0,0,0,1400000.0,Casablanca,DH,3,4,2,Bon état,117
4828,A vendre appartement 2 chambres oulfa pas cher,Oulfa ,0,0,0,750000.0,Casablanca,DH,2,3,1,Bon état,65
4829,Bel appartement à vendre pas cher,Hay Hassani ,0,0,0,1200000.0,Casablanca,DH,2,3,2,Nouveau,84
4830,Jolie appartement 3 chambres côté Badr Bourgogne,Bourgogne Ouest ,0,0,0,1450000.0,Casablanca,DH,3,4,2,Bon état,100
4831,Bel appartement à vendre à Sidi Maarouf. 3 chambres. Résidence sécurisée avec jardin,Sidi Maarouf ,0,0,0,1237500.0,Casablanca,DH,3,4,2,Bon état,105
4832,Joli appartement avec belle vue sur mer,Bourgogne Ouest ,0,0,0,1300000.0,Casablanca,DH,2,3,1,Bon état,74
4833,Appartement en vente à Palmier. 3 belles chambres. Porte sécurisée et chauffage central,Palmier ,0,0,0,2250000.0,Casablanca,DH,3,4,2,Bon état,150
4834,Vend appartement à Sidi Maarouf. 1 chambre,Sidi Maarouf ,0,0,0,,Casablanca,,1,4,2,À rénover,72
4835,Appartement de 46m² en vente Résidence Studio 31,Les Hôpitaux ,0,0,0,951000.0,Casablanca,DH,1,2,1,Nouveau,46
4836,"Appartement de 120m² en vente, Résidence La Cazelle",Oasis ,0,0,0,2080000.0,Casablanca,DH,3,4,2,Bon état,120
4837,Appartement de 99m² en vente Résidence Al Hamd 2,City Dar Es Salaam ,0,0,0,986000.0,Casablanca,DH,3,4,1,Nouveau,99
4838,Appartement au RDC de 78m² en vente Les Allées de Californie 2,Californie ,0,0,0,1202000.0,Casablanca,DH,2,3,1,Nouveau,78
4839,Appartement de 46m² en vente Résidence Studio 31,Les Hôpitaux ,0,0,0,951000.0,Casablanca,DH,1,2,1,Nouveau,46
4840,Appartement au RDC de 141m² en vente California Parc,Californie ,0,0,0,2464050.0,Casablanca,DH,3,4,2,Nouveau,141
4841,Appartement de 78m² en vente Résidence Al Hamd 2,City Dar Es Salaam ,0,0,0,783000.0,Casablanca,DH,2,3,1,Nouveau,78
4842,Appartement de 97m² en vente Les Allées de Californie 2,Californie ,0,0,0,1508000.0,Casablanca,DH,3,4,1,Nouveau,97
4843,Tres belle villa située a proxdu casanaershore,Ain Chock ,0,0,0,8000000.0,Casablanca,DH,4,7,4,Nouveau,375
4844,Appartement à vendre casablanca,Oulfa ,0,0,0,850000.0,Casablanca,DH,2,3,1,Bon état,70
4845,Appartement à l'achat à Hay Chrifa. Superficie 109 m². Espace vert.,Hay Chrifa ,0,0,0,1100000.0,Casablanca,DH,3,5,1,Bon état,109
4846,Vend appartement à Ain Borja. 2 pièces confortables. Grande terrasse,Ain Borja ,0,0,0,,Casablanca,,3,5,1,Bon état,126
4847,Top appartement haut standing à la vente,Franceville ,0,0,0,2300000.0,Casablanca,DH,3,3,3,Nouveau,125
4848,"Top appart de prestige à vendre, Gauthier",Gauthier ,0,0,0,4400000.0,Casablanca,DH,3,5,2,Nouveau,205
4849,Un appartement a vendre,Sidi Belyout ,0,0,0,960000.0,Casablanca,DH,2,3,1,Bon état,80
4850,"Top appart de prestige à vendre, Gauthier",Gauthier ,0,0,0,4000000.0,Casablanca,DH,3,6,2,Nouveau,181
4851,Grand appartement à vendre à Maarif,Maârif ,0,0,0,2200000.0,Casablanca,DH,3,5,2,À rénover,199
4852,Appartement a vendre a Hay Nassim 19million 41m2,Plateau (Al Batha) ,0,0,0,190000.0,Casablanca,DH,1,2,1,À rénover,41
4853,Vente d’un joli duplex en plein quartier,Maârif ,0,0,0,1500000.0,Casablanca,DH,3,4,2,Bon état,115
4854,"SIDI MAAROUF, Joli Appartement à vendre",Sidi Maarouf ,0,0,0,1600000.0,Casablanca,DH,3,4,2,Bon état,144
4855,"AIN DIAB, vente d'une belle villa en bande",Ain Diab ,0,0,0,7800000.0,Casablanca,DH,4,6,3,Bon état,400
4856,"Belvédère, Bel appartement à vendre, 2CH",Belvédère ,0,0,0,1130000.0,Casablanca,DH,2,3,2,Bon état,97
4857,"Mazurel, BD Y. Mansour superbe appartement à VENDRE",Maârif ,0,0,0,2200000.0,Casablanca,DH,3,5,2,Bon état,130
4858,"Maarif extension, vente appartement à rénover",Maârif Extension ,0,0,0,1100000.0,Casablanca,DH,3,4,1,À rénover,126
4859,"Dar bouazza, location belle villa meublée 4 ch",Ain Diab ,0,0,0,7500000.0,Casablanca,DH,4,6,3,Bon état,481
4860,"Gauthier, Bel appartement A VENDRE, 3CH",Gauthier ,0,0,0,2800000.0,Casablanca,DH,3,4,2,Bon état,157
4861,"Maarif extension, appartement a vendre",Maârif Extension ,0,0,0,1500000.0,Casablanca,DH,2,4,1,Bon état,107
4862,Bel appartement avec vue sur mer,Ain Diab ,0,0,0,5300000.0,Casablanca,DH,3,5,3,Bon état,220
4863,Bel appartement sur Racine,Racine ,0,0,0,3500000.0,Casablanca,DH,3,4,2,Bon état,174
4864,Bel appartement au cœur de Racine,Racine ,0,0,0,4200000.0,Casablanca,DH,3,4,3,Bon état,170
4866,Appartement à roches noires,Roches Noires ,0,0,0,840000.0,Casablanca,DH,2,3,2,Bon état,85
4867,A vendre ancienne villa 950m2 Anfa superieur,Anfa Supérieur ,0,0,0,,Casablanca,,5,5,3,À rénover,950
4868,Appartement de 51m² en vente Résidence Diaz,Maârif Extension ,0,0,0,986000.0,Casablanca,DH,1,2,1,Nouveau,51
4869,Appartement de 83m² en vente Résidence Studio 31,Les Hôpitaux ,0,0,0,1552500.0,Casablanca,DH,1,2,1,Nouveau,83
4870,"Appartement de 99m² en vente, Le Prestige Californie",Californie ,0,0,0,1433800.0,Casablanca,DH,2,3,2,Nouveau,99
4871,Appartement de 37m² avec 4m² terrasse en vente The Bridge,Roches Noires ,0,0,0,553500.0,Casablanca,DH,1,2,2,Bon état,41
4872,Appartement de 79m² en vente Résidence Al Hamd 2,City Dar Es Salaam ,0,0,0,801000.0,Casablanca,DH,2,3,1,Nouveau,79
4873,Appartement de 103m² en vente Les Allées de Californie 2,Californie ,0,0,0,1747000.0,Casablanca,DH,3,4,1,Nouveau,103
4874,Appartement de 55m² en vente Résidence Diaz,Maârif Extension ,0,0,0,1067500.0,Casablanca,DH,1,2,1,Nouveau,72
4875,Local commercial à l'achat à Hay Hassani. Superficie 48 m²,Hay Hassani ,0,0,0,1027000.0,Casablanca,DH,3,3,2,Bon état,80
4876,A vendre villa à demolir 503m2 Racine Extension,Racine Extension ,0,0,0,7500000.0,Casablanca,DH,4,2,2,À rénover,503
4877,Vente villa moderne quartier Ain Diab Casablanca,Ain Diab ,0,0,0,13500000.0,Casablanca,DH,4,7,3,Bon état,767
4878,"Appartemnt de 109 m² en vente, California Homes",Californie ,0,0,0,1526000.0,Casablanca,DH,2,3,1,Bon état,109
4879,Vente Appartement quartier OASIS Casablanca,Oasis sud ,0,0,0,1500000.0,Casablanca,DH,2,4,2,Bon état,82
4880,Vente appartement trois chambres salon,Gauthier ,0,0,0,3699000.0,Casablanca,DH,3,9,3,Nouveau,156
4881,Appt a vendre a val fleuri sup 127 M 3 CH,Val Fleury ,0,0,1,1650000.0,Casablanca,DH,3,4,2,Bon état,127
4882,Appt a vendre val fleuri 147 m terrasse et 3 ch,Val Fleury ,0,0,0,1830000.0,Casablanca,DH,3,5,2,Bon état,147
4884,"Appartement 149m², val fleuri 3 ch",Val Fleury ,0,0,0,1890000.0,Casablanca,DH,3,5,2,Bon état,149
4885,"Appartement de 74m² en vente, Résidence The Loft",Sidi Maarouf ,0,0,0,740000.0,Casablanca,DH,2,3,2,Nouveau,74
4886,"Agréable Appart, bien situé et ensoleillé",Mers Sultan ,0,0,0,1450000.0,Casablanca,DH,3,4,2,Bon état,133
4887,Appartement Haut Standing Roudani,Maârif Extension ,0,0,0,1250000.0,Casablanca,DH,2,3,2,Nouveau,84
4888,"Appartement 70m² à vendre Residence Mounia, Oulfa",Oulfa ,0,0,0,980000.0,Casablanca,DH,2,3,2,Nouveau,70
4889,Appartement à vendre 112 M2,Hay Hassani ,0,0,0,1070000.0,Casablanca,DH,2,4,1,Bon état,112
4890,"Appartement de 99m² avec 11m² de terrasse en vente, LIV'IN Garden",Maârif Extension ,0,0,0,1850000.0,Casablanca,DH,2,3,1,Bon état,110
4891,"Apartement de 79m² en vente, Résidence El Yassamine",Bernoussi ,0,0,0,790000.0,Casablanca,DH,2,3,1,Bon état,79
4892,"Studio de 63m² en vente, Résidence Liv'in Garden",Maârif Extension ,0,0,0,1115000.0,Casablanca,DH,1,2,1,Nouveau,63
4893,"Appartement de 94 m² en vente, California Homes",Californie ,0,0,0,1390000.0,Casablanca,DH,2,3,1,Bon état,94
4894,Appartement à vendre à Al Osra. Surface totale 86 m². Fenêtres double vitrage,Al Osra ,0,0,0,860000.0,Casablanca,DH,2,3,1,Bon état,86
4895,Maison de luxe à vendre à Casablanca. 2 pièces. Porte sécurisée et chauffage central,Ain Diab ,0,0,0,8500000.0,Casablanca,DH,1,2,2,Bon état,477
4896,Duplex à la vente au denier étage avec terrasse,Gauthier ,0,0,0,5600000.0,Casablanca,DH,3,4,3,Nouveau,244
4897,Maison à vendre à Derb Sultan. Hay laayoune,Derb Espagnol ,0,0,0,1800000.0,Casablanca,DH,6,6,2,À rénover,77
4898,Joli appartement gauthier place olier,Gauthier ,0,0,0,3000000.0,Casablanca,DH,3,9,3,Bon état,248
4899,Maison à l'achat à Beauséjour. 3 pièces. Avec ascenseur et terrasse,Beauséjour ,0,0,0,1150000.0,Casablanca,DH,2,4,2,Nouveau,85
4900,Appartement à l'achat à CIL Hay Salam. Surface totale 100 m². Meublé,CIL (Hay Salam) ,0,0,0,1350000.0,Casablanca,DH,2,2,2,Nouveau,100
4901,Appartement de 99m² en vente Résidence Al Hamd 2,City Dar Es Salaam ,0,0,0,1018000.0,Casablanca,DH,3,4,1,Nouveau,99
4902,Appartement de 66m² en vente Résidence Les Jasmins I,Roches Noires ,0,0,0,816000.0,Casablanca,DH,2,3,1,Bon état,66
4903,Appartement au RDC de 109m² en vente Les Allées de Californie 2,Californie ,0,0,0,1595000.0,Casablanca,DH,3,4,1,Nouveau,109
4904,Appartement de 72m² en vente Résidence Diaz,Maârif Extension ,0,0,0,1418000.0,Casablanca,DH,2,3,1,Nouveau,72
4905,"Appartement au RDC de 94m² en vente, Le Prestige Californie",Californie ,0,0,0,1305400.0,Casablanca,DH,3,4,2,Nouveau,94
4906,Appartement de 125m² en vente California Parc,Californie ,0,0,0,2324380.0,Casablanca,DH,3,4,2,Nouveau,125
4907,Appartement de 100m² en vente Résidence Ô Maarif,Maârif ,0,0,0,1922250.0,Casablanca,DH,2,3,2,Nouveau,100
4908,"Appartement de 80m² en vente, Les Jardins de Ain Sebaâ 2",Aïn Sebaâ ,0,0,0,950000.0,Casablanca,DH,2,3,2,Nouveau,80
4909,Vente d'un bel appartement à Maârif. 1 Pièce. Bien meublé,Maârif ,0,0,0,850000.0,Casablanca,DH,1,1,1,Nouveau,43
4910,Bel appartement à vendre à Anfa. Superficie 125 m². Salon traditionnel et système d'antenne parabolique,Anfa ,0,0,0,,Casablanca,,2,2,2,Bon état,125
4912,Vente d'un bel appartement à Bernoussi. 3 grandes pièces. Jardin et ascenseur,Bernoussi ,0,0,0,500000.0,Casablanca,DH,2,3,2,Nouveau,53
4913,Appartement Totalement Rénové,Derb Douam ,0,0,0,500000.0,Casablanca,DH,2,3,1,Bon état,63
4914,Appartement en vente à des Hôpitaux 139m²,Les Hôpitaux ,0,0,0,1580000.0,Casablanca,DH,3,3,2,Bon état,139
4915,Spacieux appartement a gauthier,Gauthier ,0,0,0,2900000.0,Casablanca,DH,3,6,2,Bon état,229
4916,Appartement bd al qodse 110 m,Hay Chrifa ,0,0,0,940000.0,Casablanca,DH,3,5,2,Bon état,110
4917,"Appartement à l'achat à Oulfa. 3 chambres agréables. Porte blindée, salon marocain",Oulfa ,0,0,0,1300000.0,Casablanca,DH,3,4,1,Bon état,127
4918,Gauthier spacieux appartemnt a la vente,Gauthier ,0,0,0,2100000.0,Casablanca,DH,3,4,2,Bon état,120
4919,Appartement de 96m² en vente Résidence Les Citadines Premium,Les princesses ,0,0,0,,Casablanca,,2,3,2,Bon état,96
4920,Gauthier 4 ch a la vente,Gauthier ,0,1,0,2800000.0,Casablanca,DH,4,6,2,Bon état,218
4921,Duplex à vendre Hay hassani 200m² 3ch,Hay Hassani ,0,0,0,1200000.0,Casablanca,DH,3,3,3,Bon état,200
4922,Studio Haut Standing,Palmier ,0,0,0,877000.0,Casablanca,DH,1,3,1,Nouveau,38
4923,"Appartement de 97 m² en vente, California Homes",Californie ,0,0,0,1430000.0,Casablanca,DH,2,3,1,Bon état,97
4924,"Appartement de 92 m² en vente, California Homes",Californie ,0,0,0,1380000.0,Casablanca,DH,2,3,2,Bon état,92
4925,"Mer Sultan, vente d'un joli appartement VAC. 9335",Mers Sultan ,0,0,0,1680000.0,Casablanca,DH,3,4,2,Bon état,130
4927,Magnifique studio Haut Standing,Les princesses ,0,0,0,1034000.0,Casablanca,DH,1,2,1,Nouveau,47
4928,Vente d'un appartement proche du lycée lyautey,Bourgogne Est ,0,0,0,1480000.0,Casablanca,DH,2,3,3,Bon état,135
4929,Studio Haut Standing,Bourgogne Ouest ,0,0,0,965000.0,Casablanca,DH,1,2,1,Nouveau,45
4930,Appartement spacieux terrasse et vue panoramique,Al Hassania ,0,0,0,729000.0,Casablanca,DH,2,3,1,Bon état,89
4931,Vente appartements de luxe,Bernoussi ,0,0,0,920000.0,Casablanca,DH,3,4,2,Nouveau,94
4932,Appartement 92m au cœur de Casablanca,La Gironde ,0,0,0,,Casablanca,,3,5,2,Bon état,92
4934,Appartement de 36m² avec 2m² terrasse en vente The Bridge,Roches Noires ,0,0,0,513000.0,Casablanca,DH,1,2,2,Bon état,38
4935,Superbe appartement de 92 m² à Racine,Maârif ,0,0,0,2670000.0,Casablanca,DH,2,3,2,Nouveau,92
4936,Appartement de 78m² en vente Résidence Les Jasmins I,Roches Noires ,0,0,0,892000.0,Casablanca,DH,2,3,2,Nouveau,78
4937,"Appartement de 104m² en vente, Le Prestige Californie",Californie ,0,0,0,1498000.0,Casablanca,DH,2,3,2,Nouveau,104
